SalePrice,id
125240.234375,1461
166811.34375,1462
187650.828125,1463
196851.1875,1464
190998.21875,1465
171963.640625,1466
179473.75,1467
167277.15625,1468
182102.84375,1469
128856.2421875,1470
209282.84375,1471
96643.0859375,1472
94029.4609375,1473
153466.359375,1474
120737.65625,1475
382342.0625,1476
254317.6875,1477
271190.125,1478
290657.0,1479
479543.125,1480
324555.25,1481
205274.671875,1482
174853.53125,1483
165883.625,1484
182371.1875,1485
195601.125,1486
339905.6875,1487
237716.5625,1488
196731.828125,1489
231928.984375,1490
183796.625,1491
85462.5625,1492
181591.59375,1493
296359.78125,1494
288158.125,1495
242050.75,1496
182636.4375,1497
164201.828125,1498
157170.015625,1499
149610.640625,1500
177590.3125,1501
143585.90625,1502
292125.96875,1503
247812.125,1504
230271.40625,1505
194636.484375,1506
253381.03125,1507
194654.484375,1508
159912.21875,1509
140489.84375,1510
146866.40625,1511
176103.796875,1512
135435.65625,1513
159130.421875,1514
202242.9375,1515
155341.59375,1516
162546.40625,1517
130556.453125,1518
232704.875,1519
134618.21875,1520
138706.5625,1521
174296.125,1522
117691.640625,1523
128053.1015625,1524
126314.7578125,1525
117300.578125,1526
101595.0546875,1527
138605.140625,1528
154698.1875,1529
164984.0,1530
105594.4375,1531
95481.359375,1532
151857.015625,1533
127540.484375,1534
148545.0625,1535
108667.78125,1536
61535.4375,1537
148075.90625,1538
196516.375,1539
86851.15625,1540
151441.5,1541
137695.40625,1542
202835.9375,1543
78243.9140625,1544
109160.328125,1545
139303.25,1546
134517.984375,1547
139741.8125,1548
117308.8515625,1549
136760.203125,1550
111567.34375,1551
140253.5625,1552
149286.109375,1553
113226.6328125,1554
160890.015625,1555
88483.78125,1556
94831.859375,1557
96852.71875,1558
76139.125,1559
140564.90625,1560
118580.21875,1561
129657.6171875,1562
126077.6640625,1563
162876.453125,1564
147584.296875,1565
230387.828125,1566
72733.6640625,1567
235692.359375,1568
127780.6953125,1569
138284.4375,1570
131203.015625,1571
144838.265625,1572
249956.84375,1573
109784.125,1574
225281.0625,1575
239508.359375,1576
181954.234375,1577
142359.984375,1578
150601.546875,1579
199936.859375,1580
149111.953125,1581
125443.328125,1582
330595.375,1583
229369.5,1584
140839.984375,1585
68183.5625,1586
104082.921875,1587
147871.0,1588
94893.015625,1589
140100.234375,1590
96997.375,1591
118987.1328125,1592
124075.1875,1593
123542.078125,1594
112379.2421875,1595
229903.640625,1596
187365.78125,1597
207626.46875,1598
172464.5625,1599
177274.0625,1600
64511.33203125,1601
110561.8515625,1602
71502.09375,1603
260360.84375,1604
252264.453125,1605
174804.671875,1606
168874.765625,1607
213561.671875,1608
183245.5,1609
150095.40625,1610
139053.453125,1611
158521.8125,1612
162072.59375,1613
120584.4921875,1614
87615.109375,1615
76557.4296875,1616
90973.625,1617
126429.609375,1618
140854.359375,1619
161902.96875,1620
142662.390625,1621
143240.703125,1622
286238.40625,1623
212171.484375,1624
124456.546875,1625
156193.828125,1626
195396.59375,1627
262725.90625,1628
180649.859375,1629
339769.21875,1630
220904.96875,1631
243206.078125,1632
173705.375,1633
190454.546875,1634
171588.65625,1635
156972.4375,1636
202423.9375,1637
192000.671875,1638
180749.125,1639
264342.9375,1640
173933.46875,1641
234887.46875,1642
229538.0,1643
232772.125,1644
199259.96875,1645
166131.21875,1646
160024.65625,1647
131974.421875,1648
142887.875,1649
114010.265625,1650
121532.921875,1651
96634.0546875,1652
98319.8828125,1653
149187.765625,1654
148311.078125,1655
144780.546875,1656
151385.046875,1657
145540.5625,1658
126299.578125,1659
151178.453125,1660
470931.6875,1661
418363.75,1662
392389.375,1663
445580.90625,1664
309132.09375,1665
339107.21875,1666
403258.375,1667
343696.0,1668
295727.0625,1669
368597.71875,1670
274801.65625,1671
433184.34375,1672
305681.25,1673
245631.90625,1674
190251.234375,1675
190636.625,1676
220540.171875,1677
459073.25,1678
388553.5,1679
347026.125,1680
243784.765625,1681
308025.0,1682
178476.09375,1683
172366.078125,1684
165625.625,1685
167314.8125,1686
168964.65625,1687
190686.8125,1688
192583.46875,1689
194532.375,1690
181184.546875,1691
260290.828125,1692
166578.625,1693
185723.203125,1694
169429.0625,1695
288825.3125,1696
174422.0,1697
394390.15625,1698
328238.875,1699
250094.4375,1700
266887.4375,1701
248605.09375,1702
246665.484375,1703
296928.96875,1704
220809.765625,1705
417553.0,1706
213137.84375,1707
201763.625,1708
277023.0,1709
224191.21875,1710
256453.40625,1711
272488.1875,1712
293232.6875,1713
228011.84375,1714
210517.34375,1715
182906.953125,1716
172914.5,1717
130508.7734375,1718
199678.28125,1719
250738.046875,1720
169578.09375,1721
125016.4921875,1722
157724.234375,1723
217268.484375,1724
247088.578125,1725
185186.953125,1726
158603.3125,1727
182522.5625,1728
168010.046875,1729
156130.984375,1730
126104.9609375,1731
127843.2265625,1732
116910.140625,1733
125265.921875,1734
136637.265625,1735
118161.75,1736
331768.375,1737
224130.296875,1738
251668.046875,1739
218511.9375,1740
189878.015625,1741
174989.984375,1742
178214.671875,1743
315597.96875,1744
210556.484375,1745
197553.4375,1746
215918.203125,1747
228449.34375,1748
142921.265625,1749
122082.5,1750
244236.6875,1751
119035.3671875,1752
142199.328125,1753
191125.21875,1754
162765.75,1755
132476.796875,1756
126069.4921875,1757
144010.21875,1758
168607.3125,1759
169084.265625,1760
141914.5625,1761
176762.703125,1762
178166.921875,1763
111385.015625,1764
171987.421875,1765
190604.09375,1766
224081.5625,1767
147682.859375,1768
180489.875,1769
154928.65625,1770
124350.71875,1771
130556.953125,1772
133386.40625,1773
140089.546875,1774
145797.015625,1775
128264.421875,1776
117894.296875,1777
142794.28125,1778
115147.2265625,1779
180614.375,1780
129125.03125,1781
88898.2421875,1782
146689.75,1783
103684.25,1784
125869.2265625,1785
141220.75,1786
160449.171875,1787
54294.046875,1788
92238.2734375,1789
76901.140625,1790
171710.453125,1791
163479.171875,1792
124952.9609375,1793
148471.421875,1794
142321.578125,1795
119902.1796875,1796
109602.625,1797
126905.8125,1798
114010.15625,1799
130405.265625,1800
130674.4140625,1801
133852.03125,1802
143894.75,1803
146781.546875,1804
137799.71875,1805
128351.1796875,1806
130295.125,1807
127398.5,1808
123306.078125,1809
144894.21875,1810
86665.8984375,1811
93729.4375,1812
128802.796875,1813
94276.5703125,1814
59423.12109375,1815
96023.234375,1816
107738.953125,1817
149316.71875,1818
123162.578125,1819
58488.390625,1820
109285.1171875,1821
159368.25,1822
46009.2265625,1823
132537.328125,1824
132768.84375,1825
105001.25,1826
100605.4296875,1827
137370.78125,1828
110288.5703125,1829
152282.375,1830
141509.796875,1831
90061.6953125,1832
143643.15625,1833
122978.1875,1834
123083.4375,1835
118642.890625,1836
88600.8203125,1837
127825.546875,1838
90867.40625,1839
142285.0625,1840
142934.34375,1841
86295.75,1842
125478.984375,1843
132311.40625,1844
139624.984375,1845
155181.828125,1846
175044.40625,1847
57840.828125,1848
113931.890625,1849
120306.28125,1850
163173.40625,1851
123040.3671875,1852
133058.234375,1853
172114.75,1854
149130.875,1855
223481.4375,1856
160025.875,1857
131501.640625,1858
118895.25,1859
145358.296875,1860
117780.0078125,1861
272582.78125,1862
258918.015625,1863
259108.703125,1864
312949.125,1865
334271.3125,1866
239285.296875,1867
302187.6875,1868
205535.78125,1869
240947.796875,1870
234217.09375,1871
162223.8125,1872
239662.125,1873
144704.90625,1874
206106.59375,1875
195574.265625,1876
217626.625,1877
198713.25,1878
125644.59375,1879
135282.953125,1880
252199.75,1881
251485.21875,1882
188572.21875,1883
205780.5625,1884
252631.59375,1885
283231.3125,1886
213350.359375,1887
283290.21875,1888
162886.09375,1889
118216.296875,1890
133806.71875,1891
102036.7578125,1892
124019.4609375,1893
125438.0625,1894
135936.1875,1895
133412.734375,1896
122291.4375,1897
114182.1875,1898
149386.375,1899
142357.40625,1900
172088.5,1901
148857.765625,1902
215486.0,1903
136320.984375,1904
193182.21875,1905
162878.171875,1906
210695.09375,1907
110034.75,1908
132181.5,1909
117966.84375,1910
210311.65625,1911
302009.0625,1912
142541.21875,1913
59556.50390625,1914
312432.3125,1915
58478.0703125,1916
264639.0625,1917
144421.03125,1918
177762.984375,1919
145452.59375,1920
403178.0,1921
321400.5625,1922
216462.296875,1923
228289.703125,1924
202372.96875,1925
409059.9375,1926
133039.203125,1927
149924.59375,1928
126585.734375,1929
134688.84375,1930
148610.25,1931
141682.234375,1932
178859.125,1933
183824.6875,1934
171908.71875,1935
183796.984375,1936
184319.1875,1937
173844.421875,1938
228419.5,1939
182577.921875,1940
170510.71875,1941
179119.453125,1942
207714.203125,1943
334510.1875,1944
396025.875,1945
141579.3125,1946
290368.3125,1947
163456.40625,1948
247467.546875,1949
184106.96875,1950
262939.71875,1951
219081.375,1952
168347.984375,1953
182243.21875,1954
140884.84375,1955
305716.53125,1956
149733.25,1957
325023.90625,1958
138007.25,1959
116860.203125,1960
120216.140625,1961
98712.1328125,1962
104045.796875,1963
110147.0859375,1964
149894.84375,1965
142843.453125,1966
282887.96875,1967
399034.15625,1968
389741.8125,1969
455087.375,1970
436829.65625,1971
374385.1875,1972
260929.078125,1973
335562.6875,1974
440815.78125,1975
285489.21875,1976
367947.625,1977
360523.34375,1978
345528.53125,1979
195877.96875,1980
367990.8125,1981
225312.65625,1982
207267.1875,1983
165411.109375,1984
219724.15625,1985
214646.09375,1986
177843.875,1987
173538.96875,1988
191514.953125,1989
212589.734375,1990
234903.15625,1991
211570.375,1992
169343.28125,1993
231515.296875,1994
190363.9375,1995
249377.78125,1996
310048.53125,1997
354181.25,1998
259232.046875,1999
321552.625,2000
266269.65625,2001
239794.046875,2002
255782.4375,2003
281928.0625,2004
212053.15625,2005
228471.125,2006
248725.5625,2007
218675.375,2008
183675.03125,2009
186581.203125,2010
134765.03125,2011
172561.140625,2012
181649.78125,2013
182663.4375,2014
199594.703125,2015
194655.78125,2016
193841.984375,2017
113813.0859375,2018
131310.90625,2019
111471.203125,2020
102387.9765625,2021
172052.875,2022
135478.9375,2023
253611.421875,2024
355352.5625,2025
176196.6875,2026
154250.9375,2027
157008.671875,2028
166915.90625,2029
272083.34375,2030
227368.671875,2031
246033.28125,2032
268364.1875,2033
167929.15625,2034
217850.25,2035
193905.765625,2036
196496.3125,2037
289652.8125,2038
218760.0625,2039
299937.5625,2040
282647.6875,2041
209814.21875,2042
168675.984375,2043
168210.78125,2044
219081.78125,2045
141774.546875,2046
147173.1875,2047
140592.65625,2048
135452.0625,2049
175840.8125,2050
107164.7890625,2051
120974.96875,2052
153557.28125,2053
89154.5625,2054
146630.875,2055
137646.4375,2056
114114.578125,2057
224351.421875,2058
130554.3359375,2059
169543.328125,2060
176008.59375,2061
132424.765625,2062
117310.1953125,2063
147256.71875,2064
121220.265625,2065
157292.984375,2066
116700.046875,2067
140104.90625,2068
81922.515625,2069
112579.0859375,2070
92938.40625,2071
128266.9921875,2072
135233.15625,2073
186758.15625,2074
141690.609375,2075
119878.7421875,2076
152356.609375,2077
128531.4921875,2078
134984.09375,2079
121799.09375,2080
130563.0546875,2081
115544.4453125,2082
147197.328125,2083
110440.9765625,2084
122663.5703125,2085
106003.4765625,2086
122011.6171875,2087
92146.921875,2088
76715.6640625,2089
134616.671875,2090
115553.921875,2091
123606.6640625,2092
109475.171875,2093
106264.21875,2094
147922.484375,2095
78381.6328125,2096
90542.7578125,2097
151442.515625,2098
54101.8203125,2099
77700.1171875,2100
112441.3125,2101
122693.2890625,2102
103931.15625,2103
136308.625,2104
122726.9921875,2105
61824.37890625,2106
216078.25,2107
112719.9296875,2108
110525.484375,2109
137030.71875,2110
142027.609375,2111
136236.25,2112
120069.25,2113
114302.90625,2114
160634.59375,2115
116842.2578125,2116
150567.078125,2117
128831.546875,2118
112446.03125,2119
106895.515625,2120
